client_id,touchpoint_id,canal,date,position,n_touches_total,is_first_touch,is_last_touch,converti
16,54,Google Ads,2022-02-28,4,5,False,False,0
16,55,SEO,2022-03-27,5,5,False,True,0
17,56,Email,2022-02-13,1,2,True,False,0
17,57,Google Ads,2022-02-17,2,2,False,True,1
18,58,YouTube,2022-01-10,1,3,True,False,0
18,59,YouTube,2022-02-06,2,3,False,False,0
18,60,Google Ads,2022-03-28,3,3,False,True,0
19,61,Google Ads,2022-01-26,1,3,True,False,0
19,62,SEO,2022-02-12,2,3,False,False,0
19,63,Email,2022-03-02,3,3,False,True,1
20,64,Email,2022-02-11,1,3,True,False,0
20,65,Email,2022-02-15,2,3,False,False,0
20,66,Email,2022-03-14,3,3,False,True,0
21,67,SEO,2022-02-15,1,4,True,False,0
21,68,Google Ads,2022-03-02,2,4,False,False,0
21,69,Instagram,2022-03-14,3,4,False,False,0
21,70,Instagram,2022-03-17,4,4,False,True,0
22,71,SEO,2022-02-12,1,1,True,True,0
23,72,Instagram,2022-01-16,1,3,True,False,0
23,73,Email,2022-02-27,2,3,False,False,0
23,74,Instagram,2022-03-30,3,3,False,True,1
24,75,Email,2022-02-07,1,4,True,False,0
24,76,SEO,2022-02-12,2,4,False,False,0
24,77,SEO,2022-02-28,3,4,False,False,0
24,78,Facebook,2022-03-17,4,4,False,True,0
25,79,SEO,2022-01-25,1,3,True,False,0
25,80,Email,2022-01-30,2,3,False,False,0
25,81,Email,2022-03-06,3,3,False,True,1
26,82,Facebook,2022-01-03,1,2,True,False,0
26,83,Google Ads,2022-02-20,2,2,False,True,0
27,84,Facebook,2022-01-08,1,5,True,False,0
27,85,Instagram,2022-02-01,2,5,False,False,0
27,86,SEO,2022-02-06,3,5,False,False,0
27,87,Instagram,2022-02-11,4,5,False,False,0
27,88,Email,2022-03-08,5,5,False,True,1
28,89,Google Ads,2022-02-08,1,1,True,True,1
29,90,Email,2022-02-12,1,2,True,False,0
29,91,Facebook,2022-03-07,2,2,False,True,0
30,92,SEO,2022-01-08,1,2,True,False,0
30,93,SEO,2022-02-02,2,2,False,True,0
31,94,Google Ads,2022-02-13,1,2,True,False,0
31,95,Instagram,2022-03-11,2,2,False,True,0
32,96,YouTube,2022-01-02,1,1,True,True,0
33,97,YouTube,2022-01-02,1,2,True,False,0
33,98,Email,2022-01-13,2,2,False,True,1
34,99,Instagram,2022-03-01,1,4,True,False,0
34,100,YouTube,2022-03-20,2,4,False,False,0
34,101,Instagram,2022-03-21,3,4,False,False,0
34,102,SEO,2022-03-24,4,4,False,True,0
35,103,Email,2022-03-30,1,1,True,True,0
36,104,Email,2022-01-18,1,3,True,False,0
36,105,Instagram,2022-02-12,2,3,False,False,0
36,106,SEO,2022-02-27,3,3,False,True,0
37,107,Facebook,2022-03-07,1,1,True,True,0
38,108,SEO,2022-01-06,1,3,True,False,0
38,109,Facebook,2022-02-01,2,3,False,False,0
38,110,Google Ads,2022-03-26,3,3,False,True,1
39,111,Email,2022-03-28,1,1,True,True,1
40,112,YouTube,2022-02-14,1,2,True,False,0
40,113,Facebook,2022-03-27,2,2,False,True,0
41,114,Google Ads,2022-01-12,1,5,True,False,0
41,115,Facebook,2022-01-25,2,5,False,False,0
41,116,SEO,2022-03-01,3,5,False,False,0
41,117,Email,2022-03-27,4,5,False,False,0
41,118,SEO,2022-03-28,5,5,False,True,0
42,119,YouTube,2022-01-18,1,5,True,False,0
42,120,Email,2022-02-02,2,5,False,False,0
42,121,Google Ads,2022-02-22,3,5,False,False,0
42,122,Google Ads,2022-02-27,4,5,False,False,0
42,123,Instagram,2022-03-22,5,5,False,True,0
43,124,Email,2022-01-06,1,2,True,False,0
43,125,Instagram,2022-01-14,2,2,False,True,0
44,126,Email,2022-02-27,1,2,True,False,0
44,127,Instagram,2022-03-20,2,2,False,True,0
45,128,Email,2022-02-10,1,1,True,True,0
46,129,Instagram,2022-01-13,1,2,True,False,0
46,130,YouTube,2022-02-13,2,2,False,True,0
47,131,Email,2022-02-05,1,6,True,False,0
47,132,Google Ads,2022-02-09,2,6,False,False,0
47,133,Instagram,2022-02-14,3,6,False,False,0
47,134,SEO,2022-02-23,4,6,False,False,0
47,135,SEO,2022-02-26,5,6,False,False,0
47,136,Email,2022-03-20,6,6,False,True,0
48,137,SEO,2022-01-05,1,4,True,False,0
48,138,Email,2022-02-14,2,4,False,False,0
48,139,Email,2022-03-15,3,4,False,False,0
48,140,Facebook,2022-03-24,4,4,False,True,0
49,141,Google Ads,2022-01-20,1,4,True,False,0
49,142,Email,2022-02-08,2,4,False,False,0
49,143,Google Ads,2022-03-02,3,4,False,False,0
49,144,SEO,2022-03-25,4,4,False,True,1
50,145,Email,2022-01-28,1,2,True,False,0
50,146,Email,2022-01-30,2,2,False,True,1
51,147,Email,2022-01-04,1,3,True,False,0
51,148,YouTube,2022-01-14,2,3,False,False,0
51,149,Facebook,2022-01-23,3,3,False,True,1
52,150,Google Ads,2022-02-27,1,1,True,True,1
53,151,SEO,2022-02-22,1,1,True,True,0
54,152,YouTube,2022-02-15,1,5,True,False,0
54,153,Google Ads,2022-03-19,2,5,False,False,0
54,154,Facebook,2022-03-21,3,5,False,False,0
54,155,SEO,2022-03-24,4,5,False,False,0
54,156,Instagram,2022-03-29,5,5,False,True,1
55,157,SEO,2022-01-16,1,3,True,False,0
55,158,SEO,2022-02-01,2,3,False,False,0
55,159,YouTube,2022-03-20,3,3,False,True,0
56,160,Email,2022-01-03,1,6,True,False,0
56,161,Instagram,2022-01-05,2,6,False,False,0
56,162,Instagram,2022-01-07,3,6,False,False,0
56,163,SEO,2022-03-03,4,6,False,False,0
56,164,Email,2022-03-09,5,6,False,False,0
56,165,SEO,2022-03-18,6,6,False,True,0
57,166,Google Ads,2022-02-11,1,1,True,True,0
58,167,SEO,2022-01-26,1,2,True,False,0
58,168,YouTube,2022-03-02,2,2,False,True,0
59,169,YouTube,2022-02-27,1,1,True,True,0
60,170,Instagram,2022-01-12,1,6,True,False,0
60,171,Google Ads,2022-01-27,2,6,False,False,0
60,172,Instagram,2022-02-05,3,6,False,False,0
60,173,Email,2022-02-26,4,6,False,False,0
60,174,YouTube,2022-02-27,5,6,False,False,0
60,175,Instagram,2022-03-13,6,6,False,True,1
61,176,Instagram,2022-01-29,1,4,True,False,0
61,177,Instagram,2022-02-16,2,4,False,False,0
61,178,Email,2022-03-01,3,4,False,False,0
61,179,Email,2022-03-09,4,4,False,True,1
62,180,Google Ads,2022-02-07,1,2,True,False,0
62,181,Email,2022-03-25,2,2,False,True,0
63,182,SEO,2022-01-10,1,3,True,False,0
63,183,Email,2022-01-30,2,3,False,False,0
63,184,Google Ads,2022-01-31,3,3,False,True,0
64,185,Instagram,2022-01-03,1,6,True,False,0
64,186,Facebook,2022-01-11,2,6,False,False,0
64,187,Google Ads,2022-01-15,3,6,False,False,0
64,188,SEO,2022-01-26,4,6,False,False,0
64,189,Google Ads,2022-02-08,5,6,False,False,0
64,190,SEO,2022-03-20,6,6,False,True,1
65,191,Email,2022-01-04,1,1,True,True,0
66,192,Email,2022-01-04,1,5,True,False,0
66,193,Google Ads,2022-01-05,2,5,False,False,0
66,194,Facebook,2022-01-13,3,5,False,False,0
66,195,Facebook,2022-01-31,4,5,False,False,0
66,196,Email,2022-02-02,5,5,False,True,1
67,197,Email,2022-01-03,1,2,True,False,0
67,198,Instagram,2022-03-01,2,2,False,True,0
68,199,SEO,2022-02-07,1,3,True,False,0
68,200,YouTube,2022-03-16,2,3,False,False,0
68,201,Google Ads,2022-03-19,3,3,False,True,0
69,202,SEO,2022-01-02,1,6,True,False,0
69,203,Google Ads,2022-01-28,2,6,False,False,0
69,204,Instagram,2022-01-30,3,6,False,False,0
69,205,YouTube,2022-02-25,4,6,False,False,0
69,206,Facebook,2022-03-10,5,6,False,False,0
69,207,Google Ads,2022-03-25,6,6,False,True,0
70,208,Google Ads,2022-01-19,1,1,True,True,0
71,209,Email,2022-02-02,1,3,True,False,0
71,210,Facebook,2022-02-16,2,3,False,False,0
71,211,SEO,2022-03-18,3,3,False,True,1
72,212,Email,2022-01-26,1,2,True,False,0
72,213,Google Ads,2022-02-04,2,2,False,True,1
73,214,Google Ads,2022-02-26,1,2,True,False,0
73,215,Google Ads,2022-03-31,2,2,False,True,1
74,216,SEO,2022-03-07,1,1,True,True,0
75,217,Facebook,2022-02-03,1,4,True,False,0
75,218,Google Ads,2022-02-24,2,4,False,False,0
75,219,Google Ads,2022-03-03,3,4,False,False,0
75,220,SEO,2022-03-10,4,4,False,True,1
76,221,Google Ads,2022-01-04,1,3,True,False,0
76,222,Email,2022-02-25,2,3,False,False,0
76,223,Google Ads,2022-03-11,3,3,False,True,0
77,224,Google Ads,2022-01-23,1,4,True,False,0
77,225,Google Ads,2022-02-13,2,4,False,False,0
77,226,Email,2022-03-07,3,4,False,False,0
77,227,Instagram,2022-03-19,4,4,False,True,0
78,228,YouTube,2022-02-22,1,2,True,False,0
78,229,SEO,2022-02-26,2,2,False,True,0
79,230,SEO,2022-01-23,1,4,True,False,0
79,231,Email,2022-02-14,2,4,False,False,0
79,232,Email,2022-03-02,3,4,False,False,0
79,233,YouTube,2022-03-11,4,4,False,True,0
80,234,Instagram,2022-02-26,1,2,True,False,0
80,235,Email,2022-03-12,2,2,False,True,0
81,236,SEO,2022-02-19,1,4,True,False,0
81,237,Facebook,2022-03-12,2,4,False,False,0
81,238,Instagram,2022-03-22,3,4,False,False,0
81,239,Google Ads,2022-03-27,4,4,False,True,0
82,240,Email,2022-02-08,1,6,True,False,0
82,241,SEO,2022-02-27,2,6,False,False,0
82,242,Google Ads,2022-03-15,3,6,False,False,0
82,243,SEO,2022-03-24,4,6,False,False,0
82,244,Email,2022-03-29,5,6,False,False,0
82,245,Facebook,2022-03-31,6,6,False,True,0
83,246,Facebook,2022-01-02,1,2,True,False,0
83,247,Google Ads,2022-01-26,2,2,False,True,0
84,248,Instagram,2022-02-06,1,1,True,True,1
85,249,Email,2022-01-13,1,6,True,False,0
85,250,Instagram,2022-01-22,2,6,False,False,0
85,251,Email,2022-02-13,3,6,False,False,0
85,252,Email,2022-02-14,4,6,False,False,0
85,253,Google Ads,2022-02-22,5,6,False,False,0
85,254,Email,2022-03-04,6,6,False,True,0
86,255,Facebook,2022-02-12,1,1,True,True,0
87,256,YouTube,2022-03-02,1,3,True,False,0
87,257,Email,2022-03-22,2,3,False,False,0
87,258,Email,2022-03-23,3,3,False,True,1
88,259,SEO,2022-01-17,1,6,True,False,0
88,260,YouTube,2022-01-21,2,6,False,False,0
88,261,SEO,2022-02-05,3,6,False,False,0
88,262,Google Ads,2022-02-19,4,6,False,False,0
88,263,Instagram,2022-03-15,5,6,False,False,0
88,264,Instagram,2022-03-26,6,6,False,True,0
89,265,Facebook,2022-01-13,1,2,True,False,0
89,266,Instagram,2022-03-04,2,2,False,True,0
90,267,Email,2022-02-11,1,3,True,False,0
90,268,Instagram,2022-02-15,2,3,False,False,0
90,269,Email,2022-03-22,3,3,False,True,0
91,270,Facebook,2022-02-06,1,3,True,False,0
91,271,Instagram,2022-02-17,2,3,False,False,0
91,272,Facebook,2022-03-01,3,3,False,True,1
92,273,Google Ads,2022-01-07,1,4,True,False,0
92,274,Facebook,2022-01-09,2,4,False,False,0
92,275,Instagram,2022-02-12,3,4,False,False,0
92,276,Google Ads,2022-03-21,4,4,False,True,0
93,277,Google Ads,2022-02-03,1,4,True,False,0
93,278,SEO,2022-02-09,2,4,False,False,0
93,279,SEO,2022-03-02,3,4,False,False,0
93,280,Instagram,2022-03-24,4,4,False,True,0
94,281,Facebook,2022-01-20,1,4,True,False,0
94,282,Email,2022-02-11,2,4,False,False,0
94,283,Email,2022-03-12,3,4,False,False,0
94,284,Email,2022-03-31,4,4,False,True,0
95,285,Google Ads,2022-01-09,1,1,True,True,1
96,286,Google Ads,2022-02-16,1,2,True,False,0
96,287,Google Ads,2022-03-15,2,2,False,True,0
97,288,Google Ads,2022-03-20,1,1,True,True,1
98,289,Email,2022-01-03,1,5,True,False,0
98,290,SEO,2022-01-06,2,5,False,False,0
98,291,SEO,2022-02-17,3,5,False,False,0
98,292,SEO,2022-03-03,4,5,False,False,0
98,293,YouTube,2022-03-04,5,5,False,True,0
99,294,Facebook,2022-01-12,1,2,True,False,0
99,295,Google Ads,2022-03-08,2,2,False,True,0
100,296,Email,2022-01-29,1,2,True,False,0
100,297,Google Ads,2022-03-24,2,2,False,True,1
101,298,Instagram,2022-02-26,1,1,True,True,0
102,299,Facebook,2022-01-04,1,4,True,False,0
102,300,Facebook,2022-01-25,2,4,False,False,0
102,301,Email,2022-01-26,3,4,False,False,0
102,302,Instagram,2022-02-13,4,4,False,True,0
103,303,SEO,2022-01-07,1,6,True,False,0
103,304,SEO,2022-01-30,2,6,False,False,0
103,305,Email,2022-02-26,3,6,False,False,0
103,306,SEO,2022-02-27,4,6,False,False,0
103,307,Instagram,2022-03-21,5,6,False,False,0
103,308,Instagram,2022-03-29,6,6,False,True,0
104,309,Email,2022-02-04,1,6,True,False,0
104,310,YouTube,2022-02-12,2,6,False,False,0
104,311,Facebook,2022-02-13,3,6,False,False,0
104,312,Email,2022-02-21,4,6,False,False,0
104,313,Email,2022-02-28,5,6,False,False,0
104,314,Instagram,2022-03-25,6,6,False,True,0
105,315,Email,2022-01-10,1,3,True,False,0
105,316,SEO,2022-03-17,2,3,False,False,0
105,317,YouTube,2022-03-21,3,3,False,True,0
106,318,YouTube,2022-01-14,1,3,True,False,0
106,319,Google Ads,2022-03-04,2,3,False,False,0
106,320,Facebook,2022-03-27,3,3,False,True,0
107,321,Instagram,2022-01-30,1,2,True,False,0
107,322,Email,2022-03-18,2,2,False,True,0
108,323,YouTube,2022-02-22,1,3,True,False,0
108,324,SEO,2022-03-19,2,3,False,False,0
108,325,Email,2022-03-26,3,3,False,True,1
109,326,Google Ads,2022-03-02,1,2,True,False,0
109,327,Email,2022-03-27,2,2,False,True,0
110,328,Email,2022-03-02,1,2,True,False,0
110,329,Facebook,2022-03-05,2,2,False,True,0
111,330,Google Ads,2022-01-07,1,6,True,False,0
111,331,Email,2022-01-16,2,6,False,False,0
111,332,SEO,2022-03-07,3,6,False,False,0
111,333,Email,2022-03-08,4,6,False,False,0
111,334,Google Ads,2022-03-25,5,6,False,False,0
111,335,YouTube,2022-03-27,6,6,False,True,0
112,336,Facebook,2022-01-12,1,3,True,False,0
112,337,Facebook,2022-01-29,2,3,False,False,0
112,338,Google Ads,2022-03-09,3,3,False,True,0
113,339,Google Ads,2022-01-15,1,2,True,False,0
113,340,YouTube,2022-02-11,2,2,False,True,0
114,341,Instagram,2022-02-07,1,4,True,False,0
114,342,Google Ads,2022-02-08,2,4,False,False,0
114,343,Email,2022-02-13,3,4,False,False,0
114,344,Email,2022-03-22,4,4,False,True,0
115,345,SEO,2022-03-07,1,1,True,True,0
116,346,Google Ads,2022-01-28,1,4,True,False,0
116,347,SEO,2022-02-14,2,4,False,False,0
116,348,SEO,2022-03-22,3,4,False,False,0
116,349,Facebook,2022-03-30,4,4,False,True,0
117,350,Email,2022-01-03,1,3,True,False,0
117,351,Instagram,2022-02-16,2,3,False,False,0
117,352,Google Ads,2022-03-18,3,3,False,True,1
118,353,SEO,2022-03-10,1,2,True,False,0
118,354,Google Ads,2022-03-15,2,2,False,True,1
119,355,Email,2022-01-07,1,5,True,False,0
119,356,Facebook,2022-02-22,2,5,False,False,0
119,357,Instagram,2022-02-23,3,5,False,False,0
119,358,Instagram,2022-03-15,4,5,False,False,0
119,359,Email,2022-03-20,5,5,False,True,0
120,360,SEO,2022-01-07,1,4,True,False,0
120,361,Email,2022-03-03,2,4,False,False,0
120,362,Google Ads,2022-03-04,3,4,False,False,0
120,363,Google Ads,2022-03-22,4,4,False,True,1
121,364,Google Ads,2022-01-03,1,4,True,False,0
121,365,Facebook,2022-01-26,2,4,False,False,0
121,366,YouTube,2022-03-06,3,4,False,False,0
121,367,Email,2022-03-13,4,4,False,True,0
122,368,Email,2022-01-02,1,3,True,False,0
122,369,SEO,2022-03-01,2,3,False,False,0
122,370,Instagram,2022-03-12,3,3,False,True,0
123,371,Google Ads,2022-01-27,1,1,True,True,0
124,372,Email,2022-02-21,1,3,True,False,0
124,373,YouTube,2022-03-01,2,3,False,False,0
124,374,Email,2022-03-22,3,3,False,True,1
125,375,Email,2022-02-03,1,2,True,False,0
125,376,Google Ads,2022-03-23,2,2,False,True,0
126,377,Facebook,2022-01-01,1,3,True,False,0
126,378,Instagram,2022-03-01,2,3,False,False,0
126,379,SEO,2022-03-04,3,3,False,True,1
127,380,SEO,2022-01-10,1,4,True,False,0
127,381,Facebook,2022-01-31,2,4,False,False,0
127,382,Email,2022-03-20,3,4,False,False,0
127,383,Google Ads,2022-03-26,4,4,False,True,0
128,384,Google Ads,2022-01-22,1,1,True,True,0
129,385,Email,2022-02-14,1,2,True,False,0
129,386,Instagram,2022-02-26,2,2,False,True,0
130,387,SEO,2022-01-07,1,4,True,False,0
130,388,Google Ads,2022-01-24,2,4,False,False,0
130,389,SEO,2022-02-02,3,4,False,False,0
130,390,Google Ads,2022-03-07,4,4,False,True,1
131,391,Instagram,2022-02-13,1,2,True,False,0
131,392,Email,2022-02-14,2,2,False,True,1
132,393,Instagram,2022-02-11,1,3,True,False,0
132,394,YouTube,2022-02-25,2,3,False,False,0
132,395,YouTube,2022-03-13,3,3,False,True,0
133,396,Instagram,2022-01-13,1,3,True,False,0
133,397,Google Ads,2022-03-10,2,3,False,False,0
133,398,Google Ads,2022-03-27,3,3,False,True,0
134,399,SEO,2022-03-13,1,1,True,True,0
135,400,Facebook,2022-01-02,1,1,True,True,0
136,401,SEO,2022-02-02,1,2,True,False,0
136,402,Instagram,2022-02-09,2,2,False,True,0
137,403,SEO,2022-01-08,1,1,True,True,0
138,404,SEO,2022-01-15,1,4,True,False,0
138,405,Instagram,2022-02-13,2,4,False,False,0
138,406,SEO,2022-02-19,3,4,False,False,0
138,407,Instagram,2022-02-25,4,4,False,True,0
139,408,SEO,2022-02-26,1,2,True,False,0
139,409,Facebook,2022-03-28,2,2,False,True,0
140,410,Facebook,2022-02-24,1,4,True,False,0
140,411,Instagram,2022-03-13,2,4,False,False,0
140,412,Email,2022-03-16,3,4,False,False,0
140,413,SEO,2022-03-27,4,4,False,True,0
141,414,Google Ads,2022-02-25,1,1,True,True,0
142,415,Instagram,2022-02-24,1,3,True,False,0
142,416,SEO,2022-03-18,2,3,False,False,0
142,417,Instagram,2022-03-20,3,3,False,True,1
143,418,Email,2022-01-20,1,4,True,False,0
143,419,Facebook,2022-01-23,2,4,False,False,0
143,420,Facebook,2022-03-19,3,4,False,False,0
143,421,Email,2022-03-22,4,4,False,True,1
144,422,Google Ads,2022-03-01,1,2,True,False,0
144,423,Email,2022-03-23,2,2,False,True,0
145,424,Facebook,2022-01-03,1,3,True,False,0
145,425,Instagram,2022-02-03,2,3,False,False,0
145,426,Email,2022-03-29,3,3,False,True,0
146,427,Google Ads,2022-01-12,1,3,True,False,0
146,428,Instagram,2022-01-23,2,3,False,False,0
146,429,SEO,2022-02-04,3,3,False,True,1
147,430,Instagram,2022-01-03,1,5,True,False,0
147,431,Email,2022-01-24,2,5,False,False,0
147,432,SEO,2022-01-29,3,5,False,False,0
147,433,Google Ads,2022-02-05,4,5,False,False,0
147,434,Email,2022-02-24,5,5,False,True,0
148,435,Google Ads,2022-01-16,1,1,True,True,1
149,436,Email,2022-01-31,1,4,True,False,0
149,437,SEO,2022-02-24,2,4,False,False,0
149,438,Google Ads,2022-03-24,3,4,False,False,0
149,439,Google Ads,2022-03-27,4,4,False,True,0
150,440,SEO,2022-03-22,1,1,True,True,0
151,441,Email,2022-01-10,1,2,True,False,0
151,442,Email,2022-03-23,2,2,False,True,0
152,443,Instagram,2022-01-31,1,2,True,False,0
152,444,YouTube,2022-02-12,2,2,False,True,0
153,445,Email,2022-01-11,1,5,True,False,0
153,446,Facebook,2022-01-18,2,5,False,False,0
153,447,Email,2022-02-07,3,5,False,False,0
153,448,Google Ads,2022-02-13,4,5,False,False,0
153,449,Google Ads,2022-03-25,5,5,False,True,1
154,450,Email,2022-01-31,1,1,True,True,1
155,451,Google Ads,2022-01-14,1,2,True,False,0
155,452,Instagram,2022-03-27,2,2,False,True,1
156,453,Facebook,2022-02-16,1,2,True,False,0
156,454,Instagram,2022-03-28,2,2,False,True,0
157,455,Facebook,2022-01-25,1,4,True,False,0
157,456,Google Ads,2022-01-28,2,4,False,False,0
157,457,YouTube,2022-03-12,3,4,False,False,0
157,458,Email,2022-03-14,4,4,False,True,1
158,459,SEO,2022-02-03,1,3,True,False,0
158,460,YouTube,2022-02-21,2,3,False,False,0
158,461,Instagram,2022-03-15,3,3,False,True,1
159,462,YouTube,2022-01-21,1,3,True,False,0
159,463,Facebook,2022-03-03,2,3,False,False,0
159,464,YouTube,2022-03-23,3,3,False,True,0
160,465,Google Ads,2022-01-04,1,2,True,False,0
160,466,Email,2022-03-27,2,2,False,True,1
161,467,SEO,2022-02-12,1,1,True,True,0
162,468,Instagram,2022-01-16,1,3,True,False,0
162,469,Google Ads,2022-03-17,2,3,False,False,0
162,470,Instagram,2022-03-23,3,3,False,True,1
163,471,Facebook,2022-02-13,1,4,True,False,0
163,472,Email,2022-02-22,2,4,False,False,0
163,473,Email,2022-02-27,3,4,False,False,0
163,474,Instagram,2022-03-01,4,4,False,True,0
164,475,SEO,2022-01-09,1,5,True,False,0
164,476,Instagram,2022-01-26,2,5,False,False,0
164,477,YouTube,2022-02-08,3,5,False,False,0
164,478,YouTube,2022-02-15,4,5,False,False,0
164,479,SEO,2022-03-11,5,5,False,True,0
165,480,Google Ads,2022-01-26,1,6,True,False,0
165,481,Instagram,2022-02-05,2,6,False,False,0
165,482,Email,2022-02-13,3,6,False,False,0
165,483,Google Ads,2022-02-23,4,6,False,False,0
165,484,Instagram,2022-02-24,5,6,False,False,0
165,485,Email,2022-03-05,6,6,False,True,1
166,486,Email,2022-02-10,1,1,True,True,0
167,487,SEO,2022-01-01,1,5,True,False,0
167,488,Instagram,2022-01-10,2,5,False,False,0
167,489,SEO,2022-02-13,3,5,False,False,0
167,490,YouTube,2022-02-24,4,5,False,False,0
167,491,SEO,2022-03-25,5,5,False,True,0
168,492,SEO,2022-01-05,1,1,True,True,1
169,493,YouTube,2022-02-13,1,1,True,True,0
170,494,Facebook,2022-01-05,1,5,True,False,0
170,495,Email,2022-02-10,2,5,False,False,0
170,496,SEO,2022-02-25,3,5,False,False,0
170,497,Google Ads,2022-03-13,4,5,False,False,0
170,498,Instagram,2022-03-20,5,5,False,True,1
171,499,SEO,2022-01-18,1,3,True,False,0
171,500,Facebook,2022-02-12,2,3,False,False,0
171,501,YouTube,2022-03-08,3,3,False,True,0
172,502,Email,2022-01-19,1,4,True,False,0
172,503,Email,2022-01-31,2,4,False,False,0
172,504,Facebook,2022-02-02,3,4,False,False,0
172,505,Facebook,2022-03-21,4,4,False,True,0
173,506,Google Ads,2022-01-14,1,3,True,False,0
173,507,SEO,2022-01-18,2,3,False,False,0
173,508,SEO,2022-03-18,3,3,False,True,1
174,509,Email,2022-01-09,1,3,True,False,0
174,510,SEO,2022-01-12,2,3,False,False,0
174,511,Google Ads,2022-03-01,3,3,False,True,0
175,512,Google Ads,2022-01-30,1,6,True,False,0
175,513,Facebook,2022-02-24,2,6,False,False,0
175,514,SEO,2022-03-09,3,6,False,False,0
175,515,Instagram,2022-03-21,4,6,False,False,0
175,516,SEO,2022-03-24,5,6,False,False,0
175,517,Email,2022-03-26,6,6,False,True,0
176,518,Email,2022-01-12,1,4,True,False,0
176,519,Facebook,2022-02-02,2,4,False,False,0
176,520,Instagram,2022-02-15,3,4,False,False,0
176,521,Email,2022-02-26,4,4,False,True,1
177,522,Facebook,2022-02-04,1,4,True,False,0
177,523,Email,2022-02-08,2,4,False,False,0
177,524,YouTube,2022-02-11,3,4,False,False,0
177,525,Facebook,2022-03-01,4,4,False,True,0
178,526,Email,2022-01-11,1,4,True,False,0
178,527,SEO,2022-02-23,2,4,False,False,0
178,528,Google Ads,2022-03-28,3,4,False,False,0
178,529,Email,2022-03-31,4,4,False,True,0
179,530,Instagram,2022-01-21,1,3,True,False,0
179,531,Email,2022-02-09,2,3,False,False,0
179,532,SEO,2022-03-12,3,3,False,True,0
180,533,Email,2022-03-15,1,3,True,False,0
180,534,SEO,2022-03-27,2,3,False,False,0
180,535,Instagram,2022-03-30,3,3,False,True,0
181,536,SEO,2022-01-14,1,4,True,False,0
181,537,Facebook,2022-02-13,2,4,False,False,0
181,538,Google Ads,2022-03-09,3,4,False,False,0
181,539,Google Ads,2022-03-30,4,4,False,True,0
182,540,YouTube,2022-02-02,1,2,True,False,0
182,541,SEO,2022-02-07,2,2,False,True,0
183,542,Email,2022-01-26,1,4,True,False,0
183,543,SEO,2022-03-07,2,4,False,False,0
183,544,SEO,2022-03-08,3,4,False,False,0
183,545,SEO,2022-03-10,4,4,False,True,0
